,Country,City,Date,Max Temp,Cloudiness,Humidity,Lat,Lng,Wind Speed
355,BR,Uauá,1651939459,90.91,11,25,-9.8414,-39.4817,15.48
356,BR,Trairi,1651939459,84.45,99,66,-3.2778,-39.2689,10.11
357,CV,São Filipe,1651939221,74.32,25,76,14.8961,-24.4956,15.86
358,RU,Irbeyskoye,1651939460,46.76,100,36,55.6428,95.4522,18.77
359,ID,Sembakung,1651939461,74.37,100,98,3.8167,117.25,1.48
360,US,Waverly,1651939241,59.95,9,37,42.7392,-84.6208,14.58
361,CL,Copiapó,1651939255,69.06,100,54,-27.3667,-70.3333,6.13
362,US,Russell,1651939462,74.8,0,50,32.3502,-85.1999,12.66
363,TR,Bergama,1651939462,63.77,8,54,39.1207,27.1805,13.11
364,RU,Talnakh,1651939259,8.92,40,79,69.4865,88.3972,15.39
365,NC,Pouembout,1651939463,72.93,76,77,-21.1333,164.9,4.23
366,VU,Isangel,1651939268,75.52,19,74,-19.55,169.2667,16.8
367,US,Saint Anthony,1651939282,68.83,20,49,45.0205,-93.218,13.8
368,CA,Normandin,1651939464,46.2,3,27,48.8333,-72.5321,6.13
369,CN,Kumul,1651939376,75.51,1,26,42.8,93.45,1.99
370,RU,Krasnozerskoye,1651939465,40.28,41,35,53.9828,79.2374,7.34
371,RO,Topleţ,1651939465,65.12,100,52,44.7972,22.3944,9.22
372,US,Douglas,1651939466,66.58,0,61,41.3,-96.167,19.57
373,CN,Nehe,1651939466,44.96,0,59,48.4833,124.8333,2.06
374,JP,Yoichi,1651939451,46.92,96,83,43.2039,140.7703,7.4
375,NO,Vardø,1651939427,40.55,21,73,70.3705,31.1107,17.98
376,MN,Darhan,1651939467,48.54,0,55,49.4867,105.9228,6.51
377,IR,Bījār,1651939468,50.81,30,36,35.8668,47.6051,15.12
378,MW,Nsanje,1651939469,74.77,7,73,-16.92,35.262,3.83
379,CN,Kashgar,1651939469,74.39,30,26,39.4547,75.9797,1.79
380,ML,Taoudenni,1651939449,102.2,1,7,22.6783,-3.9836,9.46
381,CA,Smithers,1651939379,43.72,20,62,54.7804,-127.1743,2.86
382,MU,Cap Malheureux,1651939470,78.48,7,71,-19.9842,57.6142,5.01
383,US,Mayo,1651939471,54.03,100,93,38.8876,-76.5119,11.5
384,ID,Ambulu,1651939472,77.31,19,91,-8.345,113.6058,3.38
385,RU,Klyuchi,1651939359,44.51,15,34,52.2667,79.1667,7.96
386,CA,Sept-Îles,1651939262,38.03,6,56,50.2001,-66.3821,6.33
387,CV,Mindelo,1651939473,76.55,75,57,16.8901,-24.9804,25.32
388,GB,Atherton,1651939289,62.74,100,72,53.5237,-2.4935,1.01
389,PE,Huarmey,1651939407,70.3,6,77,-10.0681,-78.1522,10.0
390,PE,Sechura,1651939474,75.88,4,61,-5.5569,-80.8222,10.27
391,CA,Pangnirtung,1651939474,22.15,82,75,66.1451,-65.7125,4.07
392,SA,Umluj,1651939421,78.75,1,53,25.0213,37.2685,16.06
393,AU,Port Lincoln,1651939405,56.23,10,79,-34.7333,135.8667,2.26
394,US,Half Moon Bay,1651939343,61.59,40,79,37.4636,-122.4286,20.71
395,US,Elko,1651939410,52.74,79,31,41.0002,-115.5012,18.99
396,CA,Macklin,1651939476,47.93,99,56,52.3334,-109.9348,13.31
397,US,San Patricio,1651939376,87.66,8,49,28.017,-97.5169,11.5
398,SD,Sawākin,1651939477,82.99,65,51,19.1059,37.3321,13.49
399,NC,Vao,1651939306,75.25,27,62,-22.6667,167.4833,22.5
400,RU,Dvinskoy Bereznik,1651939354,57.42,97,56,62.8551,42.7072,10.16
401,BO,Mizque,1651939478,66.78,34,54,-17.941,-65.3402,5.53
402,AR,Santiago del Estero,1651939052,76.33,70,41,-27.7951,-64.2615,10.22
403,BR,Aripuanã,1651939479,87.37,21,51,-9.1667,-60.6333,5.21
404,NZ,Tuatapere,1651939251,54.34,70,90,-46.1333,167.6833,4.14
405,SN,Ndioum,1651939410,110.39,5,8,16.5129,-14.6471,11.5
406,US,Ingham,1651939480,60.42,0,37,42.6,-84.3833,12.66
407,RU,Lukovetskiy,1651939480,52.23,29,80,64.2956,41.9211,10.25
408,RU,Ust-Kuyga,1651939481,-3.26,15,97,70.0167,135.6,5.59
409,RU,Nogliki,1651939481,30.36,100,97,51.8333,143.1667,3.13
410,CN,Jining,1651939482,54.0,9,40,35.405,116.5814,5.86
411,ID,Sorong,1651939482,80.46,82,84,-0.8833,131.25,4.63
412,MX,San Quintín,1651939297,64.15,44,73,30.4833,-115.95,9.31
413,UY,Departamento de Maldonado,1651939483,70.99,0,55,-34.6667,-54.9167,2.95
414,US,Nantucket,1651939424,50.05,100,93,41.2835,-70.0995,28.05
415,CA,Aklavik,1651939403,30.45,100,86,68.2191,-135.0107,7.52
416,AU,Nelson Bay,1651939216,54.09,99,75,-32.7167,152.15,1.01
417,BR,Itaituba,1651939485,90.27,99,54,-4.2761,-55.9836,3.18
418,ET,Nazrēt,1651939485,78.67,65,21,8.55,39.2667,11.88
419,PE,Paita,1651939486,73.04,3,70,-5.0892,-81.1144,11.43
420,CN,Aksu,1651939226,76.6,84,31,41.1231,80.2644,7.05
421,MG,Beloha,1651939486,70.03,41,90,-25.1667,45.05,4.23
422,IS,Hofn,1651939327,44.01,72,69,64.2539,-15.2082,16.69
423,MZ,Chokwé,1651939487,75.2,0,53,-24.5333,32.9833,7.27
424,BR,Januária,1651939488,88.61,66,39,-15.4833,-44.3667,8.46
425,VE,San Cristobal,1651939216,73.15,100,78,7.7669,-72.225,4.97
426,BR,Conceição do Araguaia,1651939488,90.7,13,51,-8.2578,-49.2647,4.5
427,ZM,Chadiza,1651939489,66.36,27,77,-14.0678,32.4392,4.97
428,ET,Harar,1651939490,71.53,95,32,9.3094,42.1258,13.0
429,AE,Sharjah city,1651939231,85.87,0,55,25.3573,55.4033,9.22
430,SY,Abu Samrah,1651939288,63.43,18,42,35.3029,37.1841,19.13
431,KH,Lumphat,1651939491,78.28,96,73,13.4878,106.9816,3.74
432,SA,Buraidah,1651939492,85.73,0,14,26.326,43.975,11.7
433,US,Bar Harbor,1651939216,55.38,71,36,44.3876,-68.2039,10.0
434,PH,Kinablangan,1651939493,78.4,89,87,7.6947,126.5503,3.47
435,BG,Krivodol,1651939493,65.05,86,57,43.3744,23.4844,7.27
436,RU,Kysyl-Syr,1651939494,29.75,100,96,63.8986,122.7617,7.96
437,SB,Honiara,1651939494,78.06,79,88,-9.4333,159.95,6.44
438,CA,Sioux Lookout,1651939229,55.22,76,74,50.1001,-91.917,8.5
439,CN,Yumen,1651939292,58.01,100,19,40.2833,97.2,11.59
440,AU,Broken Hill,1651939417,51.91,0,50,-31.95,141.4333,4.29
441,US,Storm Lake,1651939344,65.35,0,45,42.6411,-95.2097,24.16
442,GB,Brae,1651939496,47.12,52,56,60.3964,-1.353,9.26
443,RU,Anadyr,1651939273,19.72,94,93,64.75,177.4833,5.35
444,RU,Gubkinskiy,1651939497,10.94,7,89,64.434,76.5026,9.71
445,NZ,Te Anau,1651939280,56.3,93,93,-45.4167,167.7167,3.56
446,ES,Los Llanos de Aridane,1651939270,69.12,20,77,28.6585,-17.9182,12.66
447,US,Marathon,1651939474,62.35,0,22,44.9,-89.7668,11.5
448,PT,Lagoa,1651939278,60.53,68,66,39.05,-27.9833,4.83
449,RU,Kuril'sk,1651939413,47.77,93,93,45.2333,147.8833,22.24
450,RO,Ţaga,1651939498,68.32,92,65,46.95,24.05,3.91
451,CA,Brooks,1651939224,45.03,100,65,50.5834,-111.8851,13.18
452,SE,Arvika,1651939499,54.21,78,34,59.6553,12.5852,0.74
453,AU,Geraldton,1651939274,55.81,5,88,-28.7667,114.6,5.75
454,CA,Shelburne,1651939500,53.91,0,37,44.0787,-80.2041,13.22
455,TR,Bingöl,1651939501,52.32,75,66,38.8847,40.4939,10.36
456,RU,Antipovka,1651939501,52.56,20,44,49.8299,45.3122,9.26
457,US,Moses Lake,1651939502,56.08,75,50,47.1301,-119.2781,14.97
458,RU,Bilibino,1651939412,20.1,93,96,68.0546,166.4372,2.66
459,PF,Tevaitoa,1651939503,80.82,11,78,-16.7833,-151.5,7.07
460,KZ,Kushmurun,1651939503,47.73,0,32,52.4503,64.6311,7.18
461,US,Westport,1651939395,52.47,100,85,41.1415,-73.3579,17.27
462,PH,Malinao,1651939504,70.38,87,89,7.5917,124.6889,3.83
463,IR,Qeshm,1651939505,85.87,20,71,26.9581,56.2719,8.28
464,NZ,New Plymouth,1651939407,56.55,96,92,-39.0667,174.0833,5.84
465,AU,Kununurra,1651939236,78.78,1,25,-15.7667,128.7333,13.8
466,MX,Guerrero Negro,1651939275,63.05,21,73,27.9769,-114.0611,13.4
467,RU,Zapolyarnyy,1651939506,43.88,87,66,69.4154,30.8136,31.18
468,MX,Ures,1651939506,85.39,0,16,29.4333,-110.4,5.39
469,AU,Mackay,1651939104,73.69,75,88,-21.15,149.2,8.05
470,ES,Calvià,1651939507,75.67,61,41,39.5657,2.5062,6.98
471,AF,Sangīn,1651939508,89.04,2,10,32.0728,64.8359,3.11
472,PH,Marawi,1651939508,71.74,97,90,7.9986,124.2928,1.43
473,IR,Baft,1651939366,61.2,79,43,29.234,56.6057,20.47
474,RU,Nyurba,1651939509,34.95,100,94,63.2842,118.3319,5.21
475,ZA,Ulundi,1651939510,63.09,1,84,-28.3352,31.4162,3.06
476,PE,Contamana,1651939513,88.34,69,51,-7.3333,-75.0167,4.21
477,BR,Vacaria,1651939514,63.43,1,62,-28.5122,-50.9339,2.33
478,ES,Cervo,1651939514,61.66,73,72,43.6702,-7.4101,10.92
479,BR,Itarantim,1651939515,84.0,78,52,-15.6597,-40.0656,8.19
480,IN,Rāhuri,1651939516,91.63,24,25,19.3833,74.65,19.66
481,RU,Yershov,1651939516,50.29,1,45,51.3513,48.2766,8.19
482,SA,Makkah al Mukarramah,1651939515,87.19,0,24,21.4267,39.8261,13.69
483,FO,Klaksvík,1651939271,49.12,99,68,62.2266,-6.589,8.43
484,JP,Nishihara,1651939517,76.28,75,88,26.1842,127.7558,9.22
485,AR,General Pico,1651939518,76.51,13,34,-35.6566,-63.7568,12.24
486,CL,Diego de Almagro,1651939518,69.13,100,41,-26.3667,-70.05,8.08
487,OM,Muscat,1651939519,87.82,0,57,23.6139,58.5922,8.16
488,RU,Yertsevo,1651939520,54.21,100,67,60.7966,40.086,9.89
489,BR,Tucuruí,1651939520,86.85,94,66,-3.7661,-49.6725,3.83
490,NG,Yuli,1651939521,102.81,69,22,9.6989,10.2744,8.97
491,CG,Impfondo,1651939521,87.69,65,54,1.6381,18.0667,0.2
492,RU,Shumikha,1651939522,47.55,19,40,55.2261,63.2961,6.76
493,RU,Bayanday,1651939523,48.81,32,50,53.0661,105.5139,4.43
494,CA,Matagami,1651939523,48.06,78,33,49.7502,-77.6328,4.27
495,BR,Acaraú,1651939524,84.99,87,68,-2.8856,-40.12,11.77
496,ID,Kaili,1651939524,67.68,93,94,-3.4626,120.2147,4.0
497,ID,Biak,1651939231,77.45,100,87,-0.9131,122.8766,0.85
498,MY,Kota Kinabalu,1651939525,78.78,20,94,5.9749,116.0724,5.01
499,ZA,Colesberg,1651939526,53.69,85,68,-30.72,25.0972,11.92
500,BB,Bathsheba,1651939378,82.74,83,67,13.2167,-59.5167,13.58
501,US,Mt. Pleasant,1651939527,80.01,75,54,32.7941,-79.8626,14.97
502,UZ,Yangi Marg`ilon,1651939450,79.52,0,31,40.4272,71.7189,2.3
503,PL,Krzeszowice,1651939527,67.14,0,63,50.1425,19.6322,3.44
504,SA,Najrān,1651939321,87.67,62,22,17.4924,44.1277,7.76
505,MG,Ambilobe,1651939396,76.91,17,78,-13.2,49.05,5.14
506,NO,Kopervik,1651939529,49.12,20,49,59.2835,5.3067,19.57
507,MX,Acapulco de Juárez,1651939529,82.22,100,69,16.8634,-99.8901,4.61
508,LY,Jalu,1651939300,92.79,100,10,29.0331,21.5482,9.15
509,RU,Naryan-Mar,1651939530,36.93,100,100,67.6713,53.087,14.41
510,KM,Domoni,1651939530,80.49,68,83,-12.2569,44.5319,11.59
511,RU,Muzhi,1651939531,32.27,98,98,65.3667,64.6667,7.07
512,MX,Lázaro Cárdenas,1651939366,83.71,85,52,17.9583,-102.2,4.25
513,US,Laguna,1651939532,63.28,0,64,38.421,-121.4238,4.61
514,AU,Codrington,1651939532,53.15,59,85,-38.2667,141.9667,9.64
515,AW,Oranjestad,1651939533,85.95,40,66,12.524,-70.027,21.85
516,TR,Zonguldak,1651939534,47.97,93,83,41.25,31.8333,4.18
517,PG,Namatanai,1651939385,79.48,39,83,-3.6667,152.4333,8.7
518,GY,Bartica,1651939535,82.72,100,98,6.4,-58.6167,0.56
519,US,Caldwell,1651939535,57.97,75,49,43.6629,-116.6874,14.97
520,CA,Mackenzie,1651939536,39.42,100,87,55.2999,-123.1698,0.0
521,GM,Essau,1651939536,77.47,1,65,13.4839,-16.5347,17.52
522,PE,Caraz,1651939537,72.18,20,50,-9.0486,-77.81,1.63
523,PL,Węgrów,1651939537,65.91,91,64,52.3995,22.0163,4.03
524,ET,Debre Tabor,1651939453,69.37,94,34,11.85,38.0167,7.25
